,original,gpt,manual,Preguntas_original
475,"El Sr Intensente de la Proviacia por su decreto de 23 del mes pasado ha aprobado el remate celebrado el dia 19 del mismo de una casa 621 en la poblacion del Lugar de Villaverde, correspondiente á la memoria que fundo Juana Delgado, sita en la calle de Atocha de dicho Pueblo, tasada en 2,563 rs.","El señor Intendente de la Provincia ha aprobado el remate de una casa ubicada en la calle de Atocha del pueblo de Villaverde. El remate se llevó a cabo el día 19 del mes pasado y la casa está valuada en 2,563 rs.","El señor Intendente de la Provincia ha aprobado la subasta de una casa ubicada en la calle de Atocha del pueblo de Villaverde. La subasta se llevó a cabo el día 19 del mes pasado y la casa está valuada en 2,563 reales","
1. ¿Qué es el número de la casa que se remató el día 19 del mes pasado en Villaverde?
2. ¿En qué calle se encuentra la casa 621 en Villaverde?"
476,"El dia 29 del pasado por la tar1156 de, se perdió un relicario de plata guarnecido de piedras de francia, con un lazo de lo mismo, sobre otro negro de cinta angosta, el fondo es azul, desde la calle de Santa Maria por la costanilla de las Trinitarias, hasta la casa del Excelentisimo Sr. Marques de Valdecarzana; la persona que le haya hallado le llevará á la tienda de la calle de Santa Maria, junto á la Costanilla de los Desamparados.","El día 29 del mes pasado, se perdió un objeto de plata con piedras de Francia y un lazo negro. El objeto tiene un fondo azul. Se perdió desde la calle de Santa Maria hasta la casa del Excelentísimo Sr. Marqués de Valdecarzana. Si alguien lo encuentra, por favor llévelo a la tienda de la calle de Santa Maria, cerca de la Costanilla de los Desamparados.","El día 29 del mes pasado, se perdió un estuche de recuerdos hecho en plata con piedras de Francia y un lazo negro. El objeto tiene un fondo azul. Se perdió desde la calle de Santa Maria hasta la casa del Excelentísimo Sr. Marqués de Valdecarzana. Si alguien lo encuentra, por favor llévelo a la tienda de la calle de Santa Maria, cerca de la Costanilla de los Desamparados.","
1. ¿En qué día se perdió el relicario de plata guarnecido de piedras de Francia?
2. ¿En qué calle y costanilla se perdió el relicario de plata?"
477,"Eso fuera bueno quando yo hubiese hablado en el caso y sentido de un ayre puro, bomogeno y elemental; pero siendo relativamente al atmosferico que es una coalescencia, ó mixto impuro, heterogeneo, y cargado de materias extrañas, nada repugna que puedan ascender por él aquellos atomos; porque sin duda estos son mas leves que infinitas particulas desprendidas de los reynos animal, vegetable, y mineral que nadan y fluctuan por la atmosfera.","Eso sería bueno si yo hubiera hablado en el caso y sentido de un aire puro, homogéneo y elemental. Sin embargo, hablando relativamente del atmosférico que es una mezcla impura, heterogénea y cargada de sustancias extrañas, no es sorprendente que puedan ascender por él esos átomos. Esto se debe a que sin duda estos son más livianos que innumerables partículas desprendidas de los reinos animal, vegetal y mineral que flotan y se mueven en la atmósfera.","Eso sería bueno si yo hubiera hablado en el caso y sentido de un aire puro, homogéneo y elemental. Sin embargo, hablando sobre el atmosférico que es una mezcla impura, heterogénea y cargada de sustancias extrañas, no es sorprendente que puedan ascender por él esos átomos. Esto se debe a que sin duda estos son más ligeros que innumerables partículas desprendidas de los reinos animal, vegetal y mineral que flotan y se mueven en la atmósfera.","
1. ¿Cómo se puede explicar la naturaleza de la atmósfera y cómo se diferencia de otros elementos naturales?
2. ¿Por qué no se puede decir que la atmósfera es impura o heterogénea, y cómo se justifica su capacidad para permitir la existencia de vida?"
478,"Se ha perdido el dia 10 de este, un macho castaño con aparejos recien esquilado, rabon, desde la calle del Meson de Paredes, junto á la Escuela Pia; quien le hubiese hallado acudirá á la calle de Toledo posada de la Gallineria, donde darán el hallazgo.","Se ha extraviado el día 10 de este mes un caballo de color castaño con sus accesorios recién esquilados y cola corta, desde la calle del Mesón de Paredes, cerca de la Escuela Pía. Aquel que lo encuentre deberá acudir a la posada de la Gallinería en la calle de Toledo, donde se recompensará el hallazgo.","Se ha extraviado el día 10 de este mes un caballo de color castaño con sus accesorios desde la calle del Mesón de Paredes, cerca de la Escuela Pía. Aquel que lo encuentre deberá acudir a la posada de la Gallinería en la calle de Toledo, donde se recompensará el hallazgo.","
1. ¿Qué día se ha perdido el macho castaño con aparejos recien esquilado, rabon, desde la calle del Meson de Paredes, junto á la Escuela Pia?
2. ¿A dónde acudirá quien le hubiese hallado al macho castaño con aparejos recien esquilado, rabon, desde la calle del Meson de Paredes, junto á la Escuela Pia?"
479,"Si el mal es epidémico, esto es, si se contrae por la inspiracion, por el contacto del ayre en que fluctuan los miásmas pútridos, y éstos son de naturaleza alltalína, seguramente los neutralizará, los aprisionará, y los matará (permitaseme esta frase) el ácido muriático.","Si el mal se propaga de manera epidémica, es decir, si se contrae al inhalar el aire contaminado con microorganismos putrefactos de naturaleza tóxica, sin duda el ácido muriático los neutralizará, los atrapará y los eliminará (permítaseme esta expresión).","Si el mal se propaga de manera epidémica, es decir, si se contrae al inhalar el aire contaminado con microorganismos putrefactos de naturaleza tóxica, sin duda el ácido muriático los neutralizará, los atrapará y los eliminará (permítaseme esta expresión).","
1. ¿Qué es el mal que se describe en este texto?
2. ¿Cómo se puede neutralizar, aprisionar y matar el mal descrito en este texto?"
480,"slásticos, especialmente Sacerdotes, asistan á los teatros; porque debiendo tener las costumbres Sacerdotales algo de divino, pierden esta hermosa calidad en la asistencia á los espectáculos públicos, diversiones opuestas al espíritu de compuncion de que debe vivir penetrado todo cristiano.","Muchos sacerdotes van a los teatros, a pesar de que deberían tener costumbres sagradas. Sin embargo, al asistir a espectáculos públicos, pierden esta cualidad divina y van en contra del espíritu de arrepentimiento que todo cristiano debería tener.","Muchos sacerdotes van a los teatros, a pesar de que deberían tener costumbres sagradas. Sin embargo, al asistir a espectáculos públicos, pierden esta cualidad divina y van en contra del espíritu de arrepentimiento que todo cristiano debería tener.","
1. ¿Por qué los sacerdotes asisten a los teatros, especialmente los sacerdotes?
2. ¿Por qué los sacerdotes pierden la hermosa calidad divina de sus costumbres sacerdotales cuando asisten a los espectáculos públicos?"
481,"La persona que hubiese encontrado en la noche del día 16 al 17 del pasado una colcha blanca de gusanillo, con el fleco algo anda do, y por la parte de arriba un pedazo de ella sin él, que se perdió en la mudanza de trastos, desde el rincon de las Pellas, hasta la calle de la Lechuga, inmedia ta á la Carcel de Corte; acuda con ella á Joseph Lopez en dicho rincon, escalera de la taberna, qto.","La persona que encontró una colcha blanca en la noche del día 16 al 17 del pasado, con el fleco un poco dañado, y con un pedazo de ella que se perdió durante la mudanza de objetos, desde el rincón de las Pellas hasta la calle de la Lechuga, cerca de la Cárcel de Corte; debe llevarla a Joseph Lopez en dicho rincón, en la escalera de la taberna, cuarto.","Sé perdió una colcha blanca en la noche del día 16 al 17 del pasado, con el fleco un poco dañado, y con un pedazo de ella que se perdió durante la mudanza de objetos. Fue entre el rincón de las Pellas y la calle de la Lechuga, cerca de la Cárcel de Corte. Si alguien la encontró debe llevarla a Joseph Lopez en dicho rincón, en la escalera de la taberna.","
1. ¿En qué lugar se perdió la colcha blanca de gusanillo?
2. ¿En qué lugar acudió la persona con la colcha blanca de gusanillo para encontrar a Joseph Lopez?"
482,"El Diario que podria ser una continua palestra de todos los ingenios vemos que de algun tiempo le han reducido á simples proyectos, á chanzonetas, á bufonadas, y á otras cosas de este jaez, que ni aun sirven para divertir la imaginacion; y no puedo creer que esto sea por falta de material, antes 38 bien lo juzgo por demasiada escrupulosidad en publicar lo que le dirijan.","El periódico que antes solía ser un lugar de debate para todos los intelectuales, ahora se ha reducido a simples propuestas, bromas y cosas de este tipo, que ni siquiera sirven para entretener la imaginación. No puedo creer que esto sea porque no tienen suficiente material, sino más bien creo que se debe a una excesiva preocupación por publicar solo lo que les envían.","El periódico que antes solía ser un lugar de debate para todos los intelectuales, ahora se ha reducido a simples propuestas, bromas y cosas de este tipo, que ni siquiera sirven para entretener la imaginación. No puedo creer que esto sea porque no tienen suficiente material, sino más bien creo que se debe a una excesiva preocupación por publicar solo lo que les envían.","
1. ¿Qué es el tema del diario que se describe en el texto?
2. ¿Por qué crees que el diario no sirve para divertir la imaginación?"
483,No verán mas que un lienzo que comprehende en su extension una gran porcion de piececitas que á manera de dados están colocadas de forma que no despertará jamás su atencion.,"Solo verán un lienzo con muchas piezas pequeñas colocadas como dados, de tal manera que nunca llamará su atención.","Solo verán un lienzo con muchas piezas pequeñas colocadas como dados, de tal manera que nunca llamará su atención.","
1. ¿Qué se describe en este texto?
2. ¿Cómo se describe la apariencia de la porción de lienzo en este texto?"
484,"Yo, como Vmd. sabe, leo todos los que van saliendo modernamente; y aunque entiendo poco de si son ó no buenos, si me dixeran sus primores y sus defectos, me parece que discerniría unos y otros.","Yo leo todos los libros que salen ahora, y aunque no entiendo mucho si son buenos o malos, si me dijeran sus cosas buenas y malas, creo que podría distinguir unos de otros.","Yo leo todos los libros que salen ahora, y aunque no entiendo mucho si son buenos o no, si me dijeran sus encantos y defectos, creo que podría distinguir unos de otros.","
1. ¿Cómo es la relación entre el Señor Salanoba y la hipótesis que adopta sobre los panes de oro reducidos a pedazos?
2. ¿Cómo se puede demostrar la existencia de los pretendidos corpusculos metálicos y hacer que se desprendan en abundancia?"
485,"Encargamos tambien á los Vicarios de los pueblos de nuestro obispado que remitan á nuestra Secretaría una lista de los Eclesiasticos residentes en su distrito y jurisdiccion, expresando el ministerio y licencias que cada uno tuviere, especificando ademas si hay dentro de ella algunos Sacerdotes forasteros ó extraños de esta Diócesis, y que tiempo hay que residen en ella, si egercen algun ministerio y con que licencias: debiendo todos tener entendido que en virtud de este nuestro edicto quedan revocadas todas las licencias solo in verbis, concedidas por Nos, ó por alguno de nuestros predecesores, ó por el Calido en sede vacante.","También le pedimos a los Vicarios de los pueblos de nuestro obispado que envíen una lista de los sacerdotes que viven en su área, indicando su ministerio y licencias, y también si hay algunos sacerdotes extranjeros o de fuera de esta Diócesis, y cuánto tiempo llevan viviendo aquí, si ejercen algún ministerio y con qué licencias. Todos deben entender que, con este edicto nuestro, todas las licencias otorgadas por Nosotros o por alguno de nuestros predecesores, o por el Calido en sede vacante, quedan revocadas.","También le pedimos a los Vicarios de los pueblos de nuestro obispado que envíen una lista de los sacerdotes que viven en su área, indicando su ministerio y licencias, y también si hay algunos sacerdotes extranjeros o de fuera de esta Diócesis, y cuánto tiempo llevan viviendo aquí, si ejercen algún ministerio y con qué licencias. Todos deben entender que, con este edicto nuestro, todas las licencias otorgadas por Nosotros o por alguno de nuestros predecesores, o por el Calido en sede vacante, quedan revocadas.","
1. ¿Cuál es el objetivo de la Regencia de la provincia de la Hacienda pública de los empleados que emigraron en las últimas invasiones?
2. ¿Qué pasa con las licencias concedidas por el Rey a los profesores que quieran firmar la oposición al médico de cámara de número D. José de Albarran?"
486,"firmado por D. Joseph de Isla y Darán, comó apoderado de D. Gaspar Montoya, Ayudante que fué de Cirujano en el sitio de Gibraltar, dado en favor del caxero de la Tesoreria general; la persona que le hubiere hallado le entregará en dicha caxa.","El texto está firmado por D. Joseph de Isla y Darán, quien actúa como representante de D. Gaspar Montoya. Este último fue ayudante del cirujano durante el sitio de Gibraltar. El documento es otorgado en apoyo del cajero de la Tesorería general. La persona que lo encuentre lo entregará en dicha caja.","El texto está firmado por D. Joseph de Isla y Darán, quien actúa como representante de D. Gaspar Montoya. Este último fue ayudante del cirujano durante el sitio de Gibraltar. El documento es otorgado en apoyo del cajero de la Tesorería general. La persona que lo encuentre lo deberá entregar en dicha caja.","
1. ¿Qué documentos se presentaron a los comisionados D. Pedro Vergez y D. Erancisco Flores para ser calificados?
2. ¿Qué pasaría a los acreedores de D. Julian Victor Bourdet si no presentaron los documentos que legitimaban sus créditos dentro del plazo establecido?"
487,"Por la audiencia del Señor Don Pedro Gonzaléz Calderon, y Escribanía del Número de Don Gervasio Fernandez Izquierdo se sacó á pública subhasta una casa, sita en la calle del Bonetillo, con fachada á la plazuela de Herradores, número 4, manzana 413, que contiene 60i pies, tasada en la cantidad de 49.193.","El Señor Don Pedro Gonzaléz Calderon, a través de la Escribanía del Número de Don Gervasio Fernandez Izquierdo, llevó a cabo una subasta pública de una casa ubicada en la calle del Bonetillo, con fachada a la plazuela de Herradores, número 4, manzana 413. Esta casa tiene un tamaño de 60i pies y fue tasada en la cantidad de 49.193.","El Señor Don Pedro Gonzaléz Calderon, a través de la notaría de Don Gervasio Fernandez Izquierdo, llevó a cabo una subasta pública de una casa ubicada en la calle del Bonetillo, con fachada a la plazuela de Herradores, número 4, manzana 413. Esta casa tiene un tamaño de 60 pies y fue tasada en la cantidad de 49.193 reales.","
1. ¿En qué lugar se encuentra la casa que se subastó públicamente por la audiencia del Señor Don Pedro Gonzaléz Calderón y la Escribanía del Número de Don Gervasio Fernández Izquierdo?
2. ¿Cuánto valor se le asignó a la casa que se subastó públicamente por la audiencia del Señor Don Pedro Gonzaléz Calderón y la Escribanía del Número de Don Gervasio Fernández Izquierdo?"
488,"Hoy si el tiempo lo permitiere es la quinta funcion eqüestre, de las que por la compañia de Juan Gadiz, unida á la de Domingo Cambon, se han de celebrar en la Plaza de los Toros, fuera de la puerta de Alcalá , con el piadoso fin de que parte de su producto se invierta en la curacion de los enfermos de los Reales Hospitales General y Pasion de esta Corte.","Hoy, si el clima lo permite, se llevará a cabo la quinta función ecuestre. Estas funciones son organizadas por la compañía de Juan Gadiz, en colaboración con la compañía de Domingo Cambon. Se realizarán en la Plaza de los Toros, ubicada fuera de la puerta de Alcalá. El propósito de estas funciones es recaudar fondos para la curación de los enfermos de los Reales Hospitales General y Pasión de esta ciudad.","Hoy, si el clima lo permite, se llevará a cabo la quinta función a caballo. Estas funciones son organizadas por la compañía de Juan Gadiz, en colaboración con la compañía de Domingo Cambon. Se realizarán en la Plaza de los Toros, ubicada fuera de la puerta de Alcalá. El propósito de estas funciones es recaudar fondos para la curación de los enfermos de los Reales Hospitales General y Pasión de esta ciudad.","
1. ¿Cuál es la fecha de la celebración de la quinta funcion equestre?
2. ¿Qué es el objetivo de la celebración de la quinta funcion equestre?"
489,"El memorialista que está en la plazuela de Anton Martin, número 8, dará razon de un quarto pintado, con sol todo el dia en tres balcones, que renta solo 6.","El escritor de memorias que se encuentra en la pequeña plaza de Anton Martin, en el número 8, hablará sobre un cuarto pintado que cuenta con sol durante todo el día en tres balcones, y que tiene un alquiler de tan solo 6.","El escritor de memorias que se encuentra en la pequeña plaza de Anton Martin, en el número 8, hablará sobre un cuarto pintado que cuenta con sol durante todo el día en tres balcones, y que tiene un alquiler de tan solo 6.","
1. ¿Qué es el memorialista que se encuentra en la plazuela de Anton Martin, número 8?
2. ¿Por qué renta solo 6 el quarto pintado con sol todo el día en tres balcones?"
490,"Sr. Editor: muy señor mio: Los terribles y espantosos males que han sufrido los pueblos que se vieron visitados con el azote de la peste, hi 2 cieron renacer en el corazon de los atribulados la creencia de aquellas verdades de la religion, que nos aseguran de la proteccion del cielo, y que nos enseñan la obligacion de reformar nuestras costumbres para merecerla.","Sr. Editor: Estimado señor: Los graves y terribles sufrimientos que han experimentado los pueblos que fueron afectados por la enfermedad de la peste, despertaron de nuevo en el corazón de los afligidos la fe en las verdades religiosas que nos aseguran la protección divina y nos enseñan la necesidad de cambiar nuestras costumbres para merecerla.","Estimado señor editor. Los graves y terribles sufrimientos que han experimentado los pueblos que fueron afectados por la enfermedad de la peste, despertaron de nuevo en el corazón de los atormentados la fe en las verdades religiosas que nos aseguran la protección divina y nos enseñan la necesidad de cambiar nuestras costumbres para merecerla.","
1. ¿Cómo se ha visto la creencia de los pueblos en la protección del cielo y la obligación de reformar sus costumbres en el momento de sufrir males como la peste?
2. ¿Cómo se ha visto la influencia de la religión en la creencia de los pueblos en la protección del cielo y la obligación de reformar sus costumbres en el momento de sufrir males como la peste?"
491,"Asi que, teniendo presentes los repetidos sagrados Canones que prohiben absolutamente á los Ministros del Altar el concurrir á los públicos espectáculos y diversiones teatrales; por tanto renovamos la dicha prohibicion, contenida tambien en el Sínodo de esta nuestra Diócesis (tit.","Por lo tanto, recordando las repetidas normas sagradas que prohíben absolutamente a los sacerdotes asistir a espectáculos públicos y obras de teatro; por lo tanto, renovamos esta prohibición, también incluida en el Sínodo de nuestra Diócesis (tit.","Por lo tanto, recordando las repetidas normas sagradas que prohíben absolutamente a los sacerdotes asistir a espectáculos públicos y obras de teatro; por lo tanto, renovamos esta prohibición, también incluida en la junta de nuestra Diócesis.","
1. ¿Qué sagrados Canones prohiben a los ministros del Altar de asistir a espectáculos teatrales y diversiones públicas?
2. ¿En qué lugar se encuentra la librería de Higuera, gradas de S. Felipe el real, donde se hallará el proyecto para evitar las sufocaciones frecuentes de los parbulitos que duermen con sus madres o nodrizas?"
492,"Norabuena que se dexe á nuestros cómicos, puesto que segun nos dicen, se piensa seriamente en su mayor perfeccion; pero por qué ha de corter la misma pariedad en las obras que generalmente se publican quando el crisól de éstas es la sana crítica?","Enhorabuena a nuestros actores, ya que según nos dicen, se está pensando seriamente en mejorar su calidad; pero, ¿por qué se debe limitar la diversidad en las obras que normalmente se publican cuando la crítica constructiva es la base de estas?","Enhorabuena a nuestros cómicos, ya que según nos dicen, se está pensando seriamente en mejorar su calidad; pero, ¿por qué se debe limitar la diversidad en las obras que normalmente se publican cuando la crítica constructiva es la base de estas?","
1. ¿Por qué se piensa seriamente en la perfeccion de nuestros cómicos, según se dice?
2. ¿Por qué se deben cortar la misma paría en las obras que generalmente se publican cuando el crisól de ellas es la sana crítica?"
493,"En la botica de la calle de Atocha frente á la de la Concepcion, darán razon de una tienda de cirujano, que se traspasa con permiso del casero.","En la farmacia de la calle de Atocha, enfrente de la de la Concepción, te informarán sobre una tienda de cirujano que se está traspasando con el permiso del propietario.","En la farmacia de la calle de Atocha, enfrente de la de la Concepción, se informará sobre una tienda de cirujano que se está traspasando con el permiso del casero.","
1. ¿En qué calle se encuentra la botica de la calle de Atocha frente a la de la Concepcion?
2. ¿Por qué se traspasa la tienda de cirujano con permiso del casero?"
494,"Sus precios al presente son los mismos que se anunciaron.=Tambien se halla de venta un catre de fierro nuevo, con su cabecera de dibuxo y pabellon de última moda, bien construido y pulimentado; y una placa de acero adiamantada y esmaltada, de la real órden de Cárlos ni, para un caballero de gusto.","En la actualidad, los precios son los mismos que se anunciaron. Además, hay a la venta un catre de hierro nuevo con una cabecera decorada y un dosel de última moda, que está bien construido y pulido. También se encuentra disponible una placa de acero diamantado y esmaltado, que es de la real orden de Carlos III, para un caballero con buen gusto.","En la actualidad, los precios son los mismos que se anunciaron. Además, hay a la venta una cama de hierro nuevo con una cabecera decorada y un dosel de última moda, que está bien construido y pulido. También se encuentra disponible una placa de acero diamantado y esmaltado, que es de la real orden de Carlos III, para un caballero con buen gusto.","
1. ¿Cuántos precios son los de las dos estampas representando un guerrero viejo y una vieja, perimerra, de figuras muy extrañas y ridiculas, con marcos de nueva invencion de gusto etrusco muy comodo para viages y de facil limpieza con marco, y cristal á 8 rs?
2. ¿Cuántos precios son los de un catre de fierro nuevo, con su cabecera de dibuxo y pabellon de última moda, bien construido y pulimentado; y una placa de acero adiamantada y esmaltada, de la real órden de Cárlos ni, para un caballero de gusto?"
495,"1272 muriático, se esparciría por toda la atmósfera, y no podria dañar los pulmones de las personas, supuesto que ya estaría convertido en otra materia, un quarto de hora despues que se hiciese la operacion, la que se deberla repetir en las casas en quartos cerrados, y sin gente.","El muriático, que es un gas tóxico, se esparciría por el aire. Sin embargo, no podría dañar los pulmones de las personas, ya que se convertiría en otra sustancia quince minutos después de realizada la operación. Esta operación debería repetirse en habitaciones cerradas y sin personas presentes.","El muriático, que es un gas tóxico, se esparciría por el aire. Sin embargo, no podría dañar los pulmones de las personas, ya que se convertiría en otra sustancia quince minutos después de realizada la operación. Esta operación debería repetirse en habitaciones cerradas y sin personas presentes.","
1. ¿Cómo se puede convertir el muriático en otra materia sin dañar los pulmones de las personas?
2. ¿Cuánto tiempo se debería repetir la operación de esparcir el muriático en casas cerradas sin gente?"
496,"Han llegado á mi noticia repetidas quejas de que no se cumplen con la debida exactitud mis Reales decretos de 6 de enero de 1815, 12 de mayo y 5 de agosto de 1818, que tratan sobre las asignaciones al hospital general de Madrid y al Crédito público, que deben satisfacerse antes de poder usar de cruces ó condecoraciones españolas ó extrangeras; y a fin de remediar este abuso, con presencia de lo determinado por mi Real decreto de 1 de febrero de este año, y Real orden de 19 de mayo inmediato, comunicada por mi secretaria de Estado y del Despacho, he venido en decretar, despues de haber oido á mi consejo de Ministros, lo siguiente: 1.º Todos los españoles, sin excepcion alguna, estan obligados á obte2 ner una licencia especial para poder usar de cruces ó condecoraciones extrangeras de cualquiera clase que sean.","He recibido varias quejas de que mis decretos de enero de 1815, mayo y agosto de 1818 no se están cumpliendo correctamente. Estos decretos tratan sobre las asignaciones al hospital general de Madrid y al Crédito público, que deben pagarse antes de poder usar cruces o condecoraciones españolas o extranjeras. Para solucionar este problema, teniendo en cuenta mi decreto de febrero de este año y la orden real de mayo, he decidido lo siguiente después de consultar a mi consejo de Ministros: 1. Todos los españoles, sin excepción, deben obtener una licencia especial para poder usar cualquier tipo de cruz o condecoración extranjera.","He recibido varias quejas de que mis decretos de enero de 1815, mayo y agosto de 1818 no se están cumpliendo correctamente. Estos decretos tratan sobre las asignaciones al hospital general de Madrid y al Crédito público, que deben pagarse antes de poder usar cruces o condecoraciones españolas o extranjeras. Para solucionar este problema, teniendo en cuenta mi decreto de febrero de este año y la orden real de mayo, he decidido lo siguiente después de consultar a mi consejo de Ministros: 1. Todos los españoles, sin excepción, deben obtener una licencia especial para poder usar cualquier tipo de cruz o condecoración extranjera.","
1. ¿Qué es lo que se ha acordado en la junta de acreedores de D. Julian Victor Bourdet?
2. ¿Qué ha decidido el Rey sobre el concurso para la plaza de médico de familia?"
497,"El mucho aprecio que nos merecen las Sagradas Religiones, cuyos individuos forman una parte muy principal del estado Eclesiástico, nos pone en la necesidad de prevenir cualquiera cosa que pueda ajar y marchitar la buena reputacion que siempre han conservado.","Valoramos mucho las Sagradas Religiones, cuyos miembros son una parte muy importante del clero. Por eso, debemos evitar cualquier cosa que pueda dañar la buena reputación que siempre han mantenido.","Valoramos mucho las Sagradas Religiones, cuyos miembros son una parte muy importante del clero. Por eso, debemos evitar cualquier cosa que pueda dañar la buena reputación que siempre han mantenido.","
1. ¿Cómo la buena reputación de las Sagradas Religiones se puede ajar y marchitar?
2. ¿Cómo la Sagradas Religiones forman parte muy principal del Estado Eclesiástico?"
498,"En el coliséo de la calle de la Cruz se representa la comedia intitulada: Muy bien sabe un Montanes donde le aprista el zapato; de Figuron; con una tonadilla, y saynete por fin de fiesta: á las quatro y media.","En el coliseo de la calle de la Cruz se presenta una obra de teatro llamada ""Muy bien sabe un Montañés donde le aprista el zapato"", escrita por Figurón. Además, se incluye una tonadilla y un saynete como parte del espectáculo. La función comienza a las cuatro y media.","En el coliseo de la calle de la Cruz se presenta una obra de teatro llamada ""Muy bien sabe un Montañés donde le aprista el zapato"", escrita por Figurón. Además, se incluye una canción ligera y una obra cómica corta como parte del espectáculo. La función comienza a las cuatro y media.","
1. ¿En qué lugar se representa la comedia intitulada: Muy bien sabe un Montanes donde le aprista el zapato; de Figuron; con una tonadilla, y saynete por fin de fiesta: á las quattro y media?
2. ¿En qué lugar se hallan de venta dos estampas que representan un guerrero viejo y una vieja, perimerra, de figuras muy extrañas y ridiculas, con marcos de nueva invencion de gusto etrusco muy comodo para viages y de facil limpieza con marco, y cristal á 8 rs?"
499,"El que supiese de él se servirá dar razon en el paesto principal de este periódico, carrera de san Gerónimo, frente á la Soledad, y recibirá una buena recompensa.","Si alguien tiene información sobre él, puede proporcionarla en la oficina principal de este periódico, ubicada en la calle San Gerónimo, enfrente de la Soledad. A cambio, recibirá una recompensa generosa.","Si alguien tiene información sobre él, puede proporcionarla en la oficina principal de este periódico, ubicada en la calle San Gerónimo, enfrente de la Soledad. A cambio, recibirá una recompensa generosa.","
1. ¿Qué es lo que se ofrece en el periódico, carrera de San Gerónimo, para quien le acomode este partido?
2. ¿Qué recompensa recibirá la señora de honor y sus criados por vivir en compañía de otra de las mismas circunstancias?"
500,"La persona que quisiere hacer postura acuda á la casa administracion sita en dicho real sitio, á qualquiera hora del dia, que se admitirán las proposiciones que se hagan, siendo arregladas.","La persona que quiera hacer una oferta debe ir a la casa de administración ubicada en ese lugar, a cualquier hora del día. Se aceptarán las propuestas que se hagan, siempre y cuando estén en conformidad.","La persona que quiera hacer una oferta debe ir a la casa de administración ubicada en ese lugar, a cualquier hora del día. Se aceptarán las propuestas que se hagan, siempre y cuando sean válidas.","
1. ¿Qué es la casa administración y dónde se encuentra?
2. ¿Qué horas del día se admitirán las proposiciones y cómo se arreglarán?"
501,"Desengañemonos: mientras no se critiquen las piezas dramaticas con la escrupulosidad que corresponde, jamas podemos esperar que nuestro teatro se mejore en esta parte; tanto mas quanto empieza á reynar en ella un gusto cien mil veces mas disparatado que el que le hechó á perder en los tiempos de Lope y Calderón, y que no será capaz de cortarle sino la critica.","Hay que ser realistas: si no se critican las obras de teatro con la debida seriedad, nunca podremos esperar que nuestro teatro mejore en este aspecto. Esto es aún más importante ahora que ha surgido un gusto aún más extravagante que el que arruinó el teatro en los tiempos de Lope y Calderón, y solo la crítica podrá ponerle fin.","Hay que ser realistas: si no se critican las obras de teatro con la debida seriedad, nunca podremos esperar que nuestro teatro mejore en este aspecto. Esto es aún más importante ahora que ha surgido un gusto aún más extravagante que el que arruinó el teatro en los tiempos de Lope y Calderón, y solo la crítica podrá ponerle fin.","
1. ¿Cómo se puede mejorar el teatro si no se critiquen las piezas dramaticas con la escrupulosidad que corresponde?
2. ¿Cómo se puede mejorar el teatro si se empieza a reynar en él un gusto cien mil veces más disparatado que el que le hizo a perder en los tiempos de Lope y Calderón?"
502,"No soy médico: y asi no puedo saber si será suficiente el metodo que indico, para encadenar la epidemia, ó contagio, que tiene con razon consternados los animos.","No soy médico, por lo tanto no puedo determinar si el método que sugiero será suficiente para controlar la epidemia o contagio que está causando preocupación en las personas.","No soy médico, por lo tanto no puedo determinar si el método que sugiero será suficiente para controlar la epidemia o contagio que está causando preocupación en las personas.","
1. ¿Qué es el método que indica el médico para encadenar la epidemia o contagio?
2. ¿Puede ser suficiente el método indicado por el médico para causar una epidemia o contagio?"
503,"La persona que quisiere hacer postura á dicha finca acuda ante el expresado Sr. Juez por la escribanía principal de comision, del cargo de D. Juan Villa y Olier , sita dentro de las casas Consistoriales del Excmo.","La persona que quiera hacer una oferta por esa propiedad debe ir ante el señor juez a través de la oficina principal de comisiones, a cargo del señor Juan Villa y Olier, ubicada dentro de los edificios municipales del Excmo.","La persona que quiera hacer una oferta por esa propiedad debe ir ante el señor juez a través de la notaría principal de comisiones, a cargo del señor Juan Villa y Olier, ubicada dentro de los edificios municipales del Excelentísimo.","
1. ¿Qué es la escribanía principal de comision del cargo de D. Juan Villa y Olier, y donde se encuentra?
2. ¿Qué es la función del expresado Sr. Juez en relación con la escribanía principal de comision del cargo de D. Juan Villa y Olier?"
504,"que aunque me hallo algunas leguas de la Corte, privado de las delicias que encierra, no carezco de las que franquean los papeles públicos que en el dia abundan en ella por tener Vmd.","Aunque me encuentro lejos de la Corte, no tengo las mismas comodidades que ofrece. Sin embargo, tengo acceso a las noticias que se publican en los periódicos gracias a usted.","Aunque me encuentro lejos de la Corte y no tengo las mismas comodidades que ofrece, tengo acceso a las noticias que se publican en los periódicos gracias a usted.","
1. ¿Cómo se puede ser privado de las delicias que encierra la Corte, aunque se encuentre algunas leguas de ella?
2. ¿Por qué, aunque se encuentra privado de las delicias que encierra la Corte, no carece de las que franquean los papeles públicos que abundan en ella?"
